retroID,year,game_id,inning,batting_home,started_half_inning,strikeout_outs,total_outs_recorded,event_sequence,game_date,home_team_id,away_team_id,pitcher_team_id,opponent_team_id,site
walse101,1910,BOS191005230,3,1,true,3,3,K|K|S8|SB2|K,1910-05-23,BOS,CHA,CHA,BOS,BOS06
woodj108,1910,BOS191005240,7,0,true,3,3,K|K|K,1910-05-24,BOS,CLE,BOS,CLE,BOS06
mitcw101,1910,BOS191005260,8,1,true,3,3,K|K|K,1910-05-26,BOS,CLE,CLE,BOS,BOS06
plane101,1910,BOS191005280,7,1,true,3,3,HR/5|K|K|K,1910-05-28,BOS,PHA,PHA,BOS,BOS06
arelf101,1910,BOS191005301,6,0,true,3,3,K|K|K,1910-05-30,BOS,PHA,BOS,PHA,BOS06
karge101,1910,BOS191005302,1,0,true,3,3,W|K|K|SB2|W|K,1910-05-30,BOS,PHA,BOS,PHA,BOS06
whitd104,1910,BOS191008290,5,1,true,3,3,K|E3/P|W.1-2|SB3|W.1-2|K|S8.3-H(UR);2-H(UR);1-3|S3/F.3-H(UR);1-3#|SB2|W|W.3-H(UR);2-3;1-2|K/C,1910-08-29,BOS,CHA,CHA,BOS,BOS06
walse101,1910,BOS191008310,1,1,true,3,3,S/G|K|S8.1-3;B-2(E8)|K|K,1910-08-31,BOS,CHA,CHA,BOS,BOS06
krauh101,1910,BOS191009080,9,1,true,3,3,K|D7|K|K,1910-09-08,BOS,PHA,PHA,BOS,BOS06
ruckn101,1910,BRO191008051,6,0,true,3,3,K|K|K,1910-08-05,BRO,SLN,BRO,SLN,NYC12
ruckn101,1910,BRO191008172,1,0,true,3,3,K|K|K,1910-08-17,BRO,CHN,BRO,CHN,NYC12
colek101,1910,BRO191008172,7,1,true,3,3,K|K|K,1910-08-17,BRO,CHN,CHN,BRO,NYC12
stace101,1910,BRO191009102,1,1,true,3,3,T8|K|K|K/C,1910-09-10,BRO,PHI,PHI,BRO,NYC12
moore103,1910,BRO191009120,5,1,true,3,3,W|K|K|K,1910-09-12,BRO,PHI,PHI,BRO,NYC12
coveh101,1910,BRO191009160,1,1,true,3,3,K|HP|WP.1-3(E6)|K|K,1910-09-16,BRO,CIN,CIN,BRO,NYC12
moore103,1910,BRO191010030,1,1,true,3,3,K|S7|W.1-2|K/C|W.2-3;1-2|K,1910-10-03,BRO,PHI,PHI,BRO,NYC12
marqr102,1910,BRO191010082,4,1,true,3,3,T7|K|K|W|W+SBH.1-2|SB3|SBH;SB2.3-H(E2)|K,1910-10-08,BRO,NY1,NY1,BRO,NYC12
foxeb101,1910,BSN191007042,9,1,true,3,3,K|S8|K|K,1910-07-04,BSN,PHI,PHI,BSN,BOS05
mathc102,1910,BSN191007060,10,1,true,3,3,K|K|K,1910-07-06,BSN,NY1,NY1,BSN,BOS05
matta101,1910,BSN191008090,4,0,true,3,3,D7|S.2-H|K|K|K,1910-08-09,BSN,PIT,BSN,PIT,BOS05
curtc101,1910,BSN191009030,9,0,false,3,3,K|K|K,1910-09-03,BSN,BRO,BSN,BRO,BOS05
mcinh101,1910,BSN191009290,9,1,true,3,3,K|K|K,1910-09-29,BSN,CHN,CHN,BSN,BOS05
falkc101,1910,CHA191005080,8,1,true,3,3,K|S|K/C|K,1910-05-08,CHA,CLE,CLE,CHA,CHI09
falkc101,1910,CHA191005290,7,1,true,3,3,K|K|K,1910-05-29,CHA,CLE,CLE,CHA,CHI09
falkc101,1910,CHA191005290,9,1,true,3,3,K|K|K,1910-05-29,CHA,CLE,CLE,CHA,CHI09
youni101,1910,CHA191006090,1,0,true,3,3,K|K|K,1910-06-09,CHA,BOS,CHA,BOS,CHI09
walse101,1910,CHA191006100,6,0,true,3,3,K|K|W|K,1910-06-10,CHA,WS1,CHA,WS1,CHI09
johnw102,1910,CHA191006130,2,1,true,3,3,S7|PB.1-2|K|S3.2-3|K+SB2|K,1910-06-13,CHA,WS1,WS1,CHA,CHI09
bendc101,1910,CHA191006180,2,1,true,3,3,K|K|K,1910-06-18,CHA,PHA,PHA,CHA,CHI09
atkit101,1910,CHA191006190,8,1,true,3,3,K|K|K,1910-06-19,CHA,PHA,PHA,CHA,CHI09
scotj104,1910,CHA191007031,2,0,true,3,3,K|K|W|K,1910-07-03,CHA,SLA,CHA,SLA,CHI10
coomj101,1910,CHA191008040,16,1,true,3,3,K|K|K,1910-08-04,CHA,PHA,PHA,CHA,CHI10
walse101,1910,CHA191008110,3,0,true,3,3,K|K|K,1910-08-11,CHA,BOS,CHA,BOS,CHI10
scotj104,1910,CHA191008120,7,0,true,3,3,S8|K+SB2|K|S/BG.2-3|SB2|K,1910-08-12,CHA,BOS,CHA,BOS,CHI10
olmsf101,1910,CHA191008142,9,0,true,3,3,K|K|K,1910-08-14,CHA,NYA,CHA,NYA,CHI10
walse101,1910,CHA191009130,8,0,true,3,3,K|K|K,1910-09-13,CHA,SLA,CHA,SLA,CHI10
langf101,1910,CHA191009200,3,0,true,3,3,K|K|K,1910-09-20,CHA,NYA,CHA,NYA,CHI10
langf101,1910,CHA191009200,6,0,true,3,3,K|K|K,1910-09-20,CHA,NYA,CHA,NYA,CHI10
scotj104,1910,CHA191009271,7,0,true,3,3,K23|K|K,1910-09-27,CHA,WS1,CHA,WS1,CHI10
johnw102,1910,CHA191009280,2,1,true,3,3,K|K|K,1910-09-28,CHA,WS1,WS1,CHA,CHI10
johnw102,1910,CHA191009280,4,1,true,3,3,K/C|K|K,1910-09-28,CHA,WS1,WS1,CHA,CHI10
langf101,1910,CHA191010060,5,0,true,3,3,K|K|K/C,1910-10-06,CHA,DET,CHA,DET,CHI10
overo101,1910,CHN191005100,4,0,true,3,3,K|W|K|W.1-2|K,1910-05-10,CHN,NY1,CHN,NY1,CHI08
colek101,1910,CHN191005250,3,0,true,3,3,K23|K|K,1910-05-25,CHN,PHI,CHN,PHI,CHI08
colek101,1910,CHN191007242,3,0,true,3,3,K|K|K,1910-07-24,CHN,BSN,CHN,BSN,CHI08
browm102,1910,CHN191008260,5,0,true,3,3,K|S4|S8.1-3|K|SB2|K,1910-08-26,CHN,NY1,CHN,NY1,CHI08
gasph101,1910,CIN191007120,5,0,true,3,3,K|K|K,1910-07-12,CIN,BRO,CIN,BRO,CIN06
rowaj101,1910,CIN191007210,6,0,true,3,3,S|SB2|K|K|SB3|K,1910-07-21,CIN,PHI,CIN,PHI,CIN06
younc102,1910,CLE191004210,6,0,true,3,3,K|K/C|K,1910-04-21,CLE,DET,CLE,DET,CLE06
kirsh101,1910,CLE191004290,9,0,true,3,3,K|S8|S8.1-2|K|W.2-3;1-2|S9.3-H;2-H;1-3;B-2(TH)|K,1910-04-29,CLE,CHA,CLE,CHA,CLE06
lakej101,1910,CLE191005280,5,1,true,3,3,K|K23|K,1910-05-28,CLE,SLA,SLA,CLE,CLE06
bendc101,1910,CLE191008152,7,1,true,3,3,K|K|S|K,1910-08-15,CLE,PHA,PHA,CLE,CLE06
mitcw101,1910,CLE191009020,3,0,true,3,3,K|K|K,1910-09-02,CLE,SLA,CLE,SLA,CLE06
blanf102,1910,CLE191009150,9,0,true,3,3,K|K|K,1910-09-15,CLE,WS1,CLE,WS1,CLE06
mullg102,1910,DET191006060,7,0,true,3,3,K|K|K,1910-06-06,DET,WS1,DET,WS1,DET02
stros102,1910,DET191006240,4,0,true,3,3,K|W|K|SB2|K,1910-06-24,DET,SLA,DET,SLA,DET02
mullg102,1910,DET191010051,4,0,true,3,3,K|K|K,1910-10-05,DET,CLE,DET,CLE,DET02
marqr102,1910,NY1191004210,2,0,true,3,3,K|K|K,1910-04-21,NY1,BSN,NY1,BSN,NYC10
wilth102,1910,NY1191007270,5,0,true,3,3,K|K|S8|SB2|K,1910-07-27,NY1,PHI,NY1,PHI,NYC10
mathc102,1910,NY1191008151,7,0,true,3,3,K|W|S.1-2|K|K,1910-08-15,NY1,PIT,NY1,PIT,NYC10
mathc102,1910,NY1191009070,8,0,true,3,3,K/C|K/C|K23,1910-09-07,NY1,BSN,NY1,BSN,NYC10
leifl101,1910,NY1191009160,3,1,true,3,3,K|K|K/C,1910-09-16,NY1,PIT,PIT,NY1,NYC10
drucl101,1910,NY1191009172,5,0,true,3,3,K|K|W|K,1910-09-17,NY1,SLN,NY1,SLN,NYC10
drucl101,1910,NY1191010060,2,0,true,3,3,K|S8|K|K,1910-10-06,NY1,BRO,NY1,BRO,NYC10
brena101,1910,NY1191010100,3,1,true,3,3,K/C|K/C|K/C,1910-10-10,NY1,PHI,PHI,NY1,NYC10
lakej101,1910,NYA191005160,4,1,true,3,3,W|K|SB2|PO2(E2).2-3|K|S6/G.3-H(UR)|K,1910-05-16,NYA,SLA,SLA,NYA,NYC13
warhj101,1910,NYA191007120,3,0,true,3,3,K|K|S8|S8.1-2|K/C,1910-07-12,NYA,CHA,NYA,CHA,NYC13
vaugh101,1910,NYA191007180,2,0,true,3,3,W|SB2|K|K|K,1910-07-18,NYA,SLA,NYA,SLA,NYC13
lakej101,1910,NYA191007180,2,1,true,3,3,K23|K23|S8|SB2|K,1910-07-18,NYA,SLA,SLA,NYA,NYC13
fordr101,1910,NYA191008301,2,0,true,3,3,K|K|K,1910-08-30,NYA,CLE,NYA,CLE,NYC13
vaugh101,1910,NYA191009052,5,0,true,3,3,K|K|K,1910-09-05,NYA,PHA,NYA,PHA,NYC13
hught107,1910,NYA191010030,8,0,true,3,3,S5|K+SB2|K|K,1910-10-03,NYA,WS1,NYA,WS1,NYC13
caldr101,1910,NYA191010082,1,0,true,3,3,HR7/IPHR|S7|D9.1-H|K/C|K/C|W|K,1910-10-08,NYA,BOS,NYA,BOS,NYC13
johnw102,1910,PHA191005060,2,1,true,3,3,K|K|K,1910-05-06,PHA,WS1,WS1,PHA,PHI11
morgc102,1910,PHA191005100,8,0,true,3,3,K|K/C|K,1910-05-10,PHA,CLE,PHA,CLE,PHI11
plane101,1910,PHA191006250,1,0,true,3,3,E7/F.B-2|S/5.2-3|SB2|K|IW#|K|K,1910-06-25,PHA,BOS,PHA,BOS,PHI11
morgc102,1910,PHA191007190,3,0,true,3,3,K|K|K,1910-07-19,PHA,CHA,PHA,CHA,PHI11
plane101,1910,PHA191007210,7,0,true,3,3,K|D8|K|K,1910-07-21,PHA,CHA,PHA,CHA,PHI11
coomj101,1910,PHA191007230,3,0,true,3,3,K|K|K,1910-07-23,PHA,CLE,PHA,CLE,PHI11
youni101,1910,PHA191008200,4,1,true,3,3,T9|S7.3-H|K|D9/89.1-3|K|K,1910-08-20,PHA,CHA,CHA,PHA,PHI11
bendc101,1910,PHA191008240,2,0,true,3,3,K|K|K,1910-08-24,PHA,CLE,PHA,CLE,PHI11
bendc101,1910,PHA191008270,7,0,true,3,3,K|K|K,1910-08-27,PHA,SLA,PHA,SLA,PHI11
krauh101,1910,PHA191008290,7,0,true,3,3,K|K|K,1910-08-29,PHA,DET,PHA,DET,PHI11
johnw102,1910,PHA191009100,3,1,true,3,3,K|K|K,1910-09-10,PHA,WS1,WS1,PHA,PHI11
moore103,1910,PHI191006090,4,0,true,3,3,S/89|WP.1-2|K|K|K,1910-06-09,PHI,CHN,PHI,CHN,PHI09
moore103,1910,PHI191006150,2,0,true,3,3,K|W|S9.1-H(E9/TH)(NR)(UR);B-2|WP.2-3|K|K,1910-06-15,PHI,CIN,PHI,CIN,PHI09
mcqug103,1910,PHI191007072,10,0,true,3,3,K|K|W|K,1910-07-07,PHI,BRO,PHI,BRO,PHI09
browm102,1910,PIT191004300,6,1,true,3,3,K/C|D9|K|K,1910-04-30,PIT,CHN,CHN,PIT,PIT06
camnh101,1910,PIT191007211,3,0,true,3,3,K|K|K,1910-07-21,PIT,BRO,PIT,BRO,PIT06
bailb101,1910,SLA191006020,6,0,true,3,3,K|K|K,1910-06-02,SLA,BOS,SLA,BOS,STL07
lakej101,1910,SLA191006050,4,0,true,3,3,K|K|K,1910-06-05,SLA,BOS,SLA,BOS,STL07
vaugh101,1910,SLA191006070,9,1,true,3,3,K|S|S.1-3|SB2#|K|K,1910-06-07,SLA,NYA,NYA,SLA,STL07
walkd102,1910,SLA191006150,3,1,true,3,3,S5/BG|E1/SH.1-2|D8.2-H;1-3|K23|K|K,1910-06-15,SLA,WS1,WS1,SLA,STL07
coomj101,1910,SLA191008070,2,1,true,3,3,K|K|K,1910-08-07,SLA,PHA,PHA,SLA,STL07
collr103,1910,SLA191008141,4,1,true,3,3,K|K|K,1910-08-14,SLA,BOS,BOS,SLA,STL07
hallc103,1910,SLA191008142,9,1,true,3,3,W|K|K|K,1910-08-14,SLA,BOS,BOS,SLA,STL07
whitd104,1910,SLA191009092,7,1,true,3,3,D9|K|K|K,1910-09-09,SLA,CHA,CHA,SLA,STL07
peltb101,1910,SLA191009101,6,0,true,3,3,K23|K|K,1910-09-10,SLA,CHA,SLA,CHA,STL07
lakej101,1910,SLA191009112,6,0,true,3,3,K|S9/F|K|S4.1-H(NR);B-2(E4/TH)#|K,1910-09-11,SLA,CLE,SLA,CLE,STL07
johnw102,1910,SLA191009252,1,1,true,3,3,K|K|K,1910-09-25,SLA,WS1,WS1,SLA,STL07
donob101,1910,SLA191010010,2,1,true,3,3,K|K|W|K,1910-10-01,SLA,DET,DET,SLA,STL07
willv101,1910,SLN191007162,5,0,true,3,3,K|K|K,1910-07-16,SLN,BRO,SLN,BRO,STL05
corrf101,1910,SLN191007300,7,0,true,3,3,K/C|K/C|D9|K,1910-07-30,SLN,CHN,SLN,CHN,STL05
harmb101,1910,SLN191008271,8,0,true,3,3,S7|K|K+SB2|W|W.2-3;1-2|K,1910-08-27,SLN,BSN,SLN,BSN,STL05
steee101,1910,SLN191010040,2,1,true,3,3,K|K|K,1910-10-04,SLN,PIT,PIT,SLN,STL05
johnw102,1910,WS1191004280,1,0,true,3,3,K23#|S|S8.1-3|SB2|K|K,1910-04-28,WS1,BOS,WS1,BOS,WAS08
johnw102,1910,WS1191005230,4,0,true,3,3,K|K|K,1910-05-23,WS1,SLA,WS1,SLA,WAS08
groob101,1910,WS1191007020,2,0,true,3,3,K|K|K,1910-07-02,WS1,BOS,WS1,BOS,WAS08
johnw102,1910,WS1191007050,6,0,true,3,3,K|K|K,1910-07-05,WS1,PHA,WS1,PHA,WAS08
johnw102,1910,WS1191007080,1,0,true,3,3,K23|S8|D/F7D.1-H|K23|K23,1910-07-08,WS1,SLA,WS1,SLA,WAS08
johnw102,1910,WS1191007080,2,0,true,3,3,S|K|PB.1-2|K|K,1910-07-08,WS1,SLA,WS1,SLA,WAS08
johnw102,1910,WS1191007120,4,0,true,3,3,K|K|K,1910-07-12,WS1,SLA,WS1,SLA,WAS08
johnw102,1910,WS1191007230,8,0,true,3,3,K|K|K,1910-07-23,WS1,CHA,WS1,CHA,WAS08
johnw102,1910,WS1191008310,3,0,true,3,3,K|K|K23,1910-08-31,WS1,SLA,WS1,SLA,WAS08
johnw102,1910,WS1191008310,7,0,true,3,3,S|PB.1-2#|K|K|K,1910-08-31,WS1,SLA,WS1,SLA,WAS08
johnw102,1910,WS1191009030,8,0,true,3,3,K|K|K,1910-09-03,WS1,PHA,WS1,PHA,WAS08
collr103,1910,WS1191010061,2,1,true,3,3,K23#|K|K,1910-10-06,WS1,BOS,BOS,WS1,WAS08
caldr101,1911,BOS191104280,4,1,true,3,3,S7.B-3(E7)|D9.3-H(UR)|K/C|K|K,1911-04-28,BOS,NYA,NYA,BOS,BOS06
woodj108,1911,BOS191104290,7,0,true,3,3,W|E3.1-3;B-2|K|E3/G34.3-H(RBI)(UR);2-3;B-1|SB2|K|T9/L.3-H(UR);2-H(UR)|K,1911-04-29,BOS,WS1,BOS,WS1,BOS06
cicoe101,1911,BOS191106030,6,0,true,3,3,W|S7.1-2|K|K23.2-3;1-2|S7.3-H;2-H;B-2(TH)|K,1911-06-03,BOS,CHA,BOS,CHA,BOS06
woodj108,1911,BOS191106050,9,0,true,3,3,K23|K|K,1911-06-05,BOS,CHA,BOS,CHA,BOS06
karge101,1911,BOS191106080,9,0,true,3,3,K|K|K,1911-06-08,BOS,SLA,BOS,SLA,BOS06
papel101,1911,BOS191106090,8,0,true,3,3,K|K|T/89|K,1911-06-09,BOS,SLA,BOS,SLA,BOS06
plane101,1911,BOS191106232,3,1,true,3,3,K|K|K,1911-06-23,BOS,PHA,PHA,BOS,BOS06
collr103,1911,BOS191107250,8,0,true,3,3,K|K|K,1911-07-25,BOS,CHA,BOS,CHA,BOS06
woodj108,1911,BOS191108021,7,0,true,3,3,K|K|K,1911-08-02,BOS,DET,BOS,DET,BOS06
woodj108,1911,BOS191108070,6,0,true,3,3,S7|HR8/89/IPHR.1-H|K|S6|W.1-2|FC6/G6.2-3;1-2(E6/TH2);B-1|K|S8.3-H;2-H(UR);1-2|E6/G.2-H(NR)(UR);1-H(NR)(UR);B-1|K,1911-08-07,BOS,CLE,BOS,CLE,BOS06
fordr101,1911,BOS191109041,6,1,true,3,3,W|SB2|K|K|K,1911-09-04,BOS,NYA,NYA,BOS,BOS06
obrib101,1911,BOS191109162,5,0,true,3,3,K|K|S|S8.1-3|K,1911-09-16,BOS,CLE,BOS,CLE,BOS06
kahlg101,1911,BOS191109180,9,1,true,3,3,T8/78|K|K|K/C,1911-09-18,BOS,CLE,CLE,BOS,BOS06
woodj108,1911,BOS191109250,1,0,true,3,3,K|K|K,1911-09-25,BOS,SLA,BOS,SLA,BOS06
woodj108,1911,BOS191109250,7,0,true,3,3,S|S.1-2|S.2-3;1-2|S.3-H;2-3;1-2|K|K|K,1911-09-25,BOS,SLA,BOS,SLA,BOS06
obrib101,1911,BOS191109280,5,0,true,3,3,W|SB2|K|K|E4/TH.2-3|SB2|W|K,1911-09-28,BOS,CHA,BOS,CHA,BOS06
marqr102,1911,BRO191106271,2,1,true,3,3,W|K|K|S5.1-2|K,1911-06-27,BRO,NY1,NY1,BRO,NYC12
ruckn101,1911,BRO191107130,9,0,true,3,3,S9|S3/BG.1-2|K|K|K,1911-07-13,BRO,CHN,BRO,CHN,NYC12
ruckn101,1911,BRO191107150,6,0,true,3,3,K|K|K,1911-07-15,BRO,SLN,BRO,SLN,NYC12
knete101,1911,BRO191107180,2,0,true,3,3,K|K|K,1911-07-18,BRO,SLN,BRO,SLN,NYC12
camnh101,1911,BRO191108170,8,1,true,3,3,K|S7|K|K,1911-08-17,BRO,PIT,PIT,BRO,NYC12
ruckn101,1911,BRO191108280,5,0,true,3,3,K|D7|K/C|K,1911-08-28,BRO,CIN,BRO,CIN,NYC12
scand101,1911,BRO191109012,9,0,true,3,3,K|S7|K|S7.1-2|K,1911-09-01,BRO,BSN,BRO,BSN,NYC12
alexg102,1911,BSN191104192,9,1,true,3,3,K|K|K,1911-04-19,BSN,PHI,PHI,BSN,BOS05
marqr102,1911,BSN191106200,7,1,true,3,3,K|W|K|K,1911-06-20,BSN,NY1,NY1,BSN,BOS05
camnh101,1911,BSN191107201,10,1,true,3,3,D8|W|K|K|K,1911-07-20,BSN,PIT,PIT,BSN,BOS05
langf101,1911,CHA191105080,2,0,true,3,3,K|K|K,1911-05-08,CHA,DET,CHA,DET,CHI10
langf101,1911,CHA191105130,2,0,true,3,3,W|S7.1-3(E7);B-2|K|K|K,1911-05-13,CHA,WS1,CHA,WS1,CHI10
woodj108,1911,CHA191105190,9,1,true,3,3,K|K|K,1911-05-19,CHA,BOS,BOS,CHA,CHI10
fordr101,1911,CHA191105230,2,1,true,3,3,K|K|K,1911-05-23,CHA,NYA,NYA,CHA,CHI10
walse101,1911,CHA191106250,6,0,false,3,3,K|K|S8.3-H;2-H;1-2#|K,1911-06-25,CHA,DET,CHA,DET,CHI10
scotj104,1911,CHA191107060,9,0,true,3,3,W|SB2|W|K|FC6.2-H(NR);1X3(6E4)|FC1.3-H(UR);1-2|K|K,1911-07-06,CHA,SLA,CHA,SLA,CHI10
bakej101,1911,CHA191107180,8,0,true,3,3,K|S8|SB2.1-3(E2/TH)|K|K,1911-07-18,CHA,WS1,CHA,WS1,CHI10
mullg102,1911,CHA191108130,5,1,true,3,3,K|K|K,1911-08-13,CHA,DET,DET,CHA,CHI10
scotj104,1911,CHA191108150,8,0,true,3,3,K|E6/G|K|K,1911-08-15,CHA,DET,CHA,DET,CHI10
youni101,1911,CHA191108160,9,0,true,3,3,HR/7|S8|K+DI.1-2|K|W|D7.2-H;1-H|S8.2-3;B-2(TH)|K,1911-08-16,CHA,DET,CHA,DET,CHI10
woodj108,1911,CHA191108290,1,1,true,3,3,W|S/89.1-2|K/C|K|PB.2-3;1-2|K,1911-08-29,CHA,BOS,BOS,CHA,CHI10
scotj104,1911,CHA191108290,8,0,true,3,3,K|K|K,1911-08-29,CHA,BOS,CHA,BOS,CHI10
scotj104,1911,CHA191110042,7,0,true,3,3,K|K|S|K,1911-10-04,CHA,SLA,CHA,SLA,CHI10
mctib101,1911,CHN191106130,7,1,true,3,3,K|S8|SB2|K|W|S5.2-3;1-2|K,1911-06-13,CHN,BSN,BSN,CHN,CHI08
chalg101,1911,CHN191106160,5,1,true,3,3,K|K|K,1911-06-16,CHN,PHI,PHI,CHN,CHI08
alexg102,1911,CHN191106170,7,1,true,3,3,K|K|D7|K,1911-06-17,CHN,PHI,PHI,CHN,CHI08
smitf106,1911,CHN191107042,5,1,true,3,3,D/78|K23#|K|K,1911-07-04,CHN,CIN,CIN,CHN,CHI08
browm102,1911,CHN191107042,10,0,true,3,3,K|D|K|K,1911-07-04,CHN,CIN,CHN,CIN,CHI08
weavo101,1911,CHN191107261,6,1,true,3,3,K|K|W|SB2|W|K,1911-07-26,CHN,BSN,BSN,CHN,CHI08
weavo101,1911,CHN191107261,8,1,true,3,3,K|W|K+SB2|K,1911-07-26,CHN,BSN,BSN,CHN,CHI08
colek101,1911,CHN191107262,5,0,true,3,3,K|K|K,1911-07-26,CHN,BSN,CHN,BSN,CHI08
browm102,1911,CHN191107310,4,0,true,3,3,K/C|K|K,1911-07-31,CHN,PHI,CHN,PHI,CHI08
colek101,1911,CHN191109031,7,0,true,3,3,K|K|K,1911-09-03,CHN,SLN,CHN,SLN,CHI08
chenl101,1911,CHN191109172,3,0,true,3,3,K|K|K23#,1911-09-17,CHN,BRO,CHN,BRO,CHI08
slapc101,1911,CHN191109262,8,0,true,3,3,K|K|E6/TH|K,1911-09-26,CHN,BSN,CHN,BSN,CHI08
keefb101,1911,CIN191104250,3,0,true,3,3,K|K|K,1911-04-25,CIN,CHN,CIN,CHN,CIN06
keefb101,1911,CIN191106080,8,0,true,3,3,K|K|K,1911-06-08,CIN,PHI,CIN,PHI,CIN06
suggg101,1911,CIN191106090,1,0,true,3,3,K|W|K|K,1911-06-09,CIN,PHI,CIN,PHI,CIN06
keefb101,1911,CIN191106200,5,0,true,3,3,K|K|K,1911-06-20,CIN,SLN,CIN,SLN,CIN06
smitf106,1911,CIN191106290,5,0,true,3,3,K|K|S7|W.1-2|K/C,1911-06-29,CIN,CHN,CIN,CHN,CIN06
amesr101,1911,CIN191107250,8,1,true,3,3,K|S8|SB2|T8.2-H|K|K,1911-07-25,CIN,NY1,NY1,CIN,CIN06
keefb101,1911,CIN191109120,9,0,true,3,3,K|S9|K|SB2.1-3(E2/TH)|K,1911-09-12,CIN,CHN,CIN,CHN,CIN06
alexg102,1911,CIN191109171,4,1,true,3,3,K|S|K|S.1-2|W.2-3;1-2|K,1911-09-17,CIN,PHI,PHI,CIN,CIN06
bentr102,1911,CIN191109240,5,0,true,3,3,K|K|S/G|SB2|K,1911-09-24,CIN,NY1,CIN,NY1,CIN06
fordr101,1911,CLE191105150,7,1,true,3,3,K|K|D/78|K,1911-05-15,CLE,NYA,NYA,CLE,CLE06
harks101,1911,CLE191106300,9,0,true,3,3,K|K|K,1911-06-30,CLE,CHA,CLE,CHA,CLE06
falkc101,1911,CLE191107170,2,0,true,3,3,K|K|S7|WP.1-2|S7.2-H|SB2|W|K,1911-07-17,CLE,NYA,CLE,NYA,CLE06
quinj102,1911,CLE191107180,5,1,true,3,3,K|K|K,1911-07-18,CLE,NYA,NYA,CLE,CLE06
hamie101,1911,CLE191109090,3,1,true,3,3,K|E3|K|W.1-2|K,1911-09-09,CLE,SLA,SLA,CLE,CLE06
kahlg101,1911,CLE191109090,4,0,true,3,3,K|K|K,1911-09-09,CLE,SLA,CLE,SLA,CLE06
covit101,1911,DET191104250,5,0,false,3,3,K|K|W|K,1911-04-25,DET,SLA,DET,SLA,DET02
coomj101,1911,DET191107110,6,1,true,3,3,K|K|K,1911-07-11,DET,PHA,PHA,DET,DET02
donob101,1911,DET191107230,2,0,true,3,3,W|S7.1-3;B-2(E7)|K|K|SBH;SB3.2-H(WP)(UR)|K,1911-07-23,DET,NYA,DET,NYA,DET02
amesr101,1911,NY1191104120,2,0,true,3,3,K/C|K|K,1911-04-12,NY1,PHI,NY1,PHI,NYC13
marqr102,1911,NY1191104180,9,0,true,3,3,K|W|SB2|K|W|W.2-3;1-2|K,1911-04-18,NY1,BRO,NY1,BRO,NYC13
marqr102,1911,NY1191105130,3,0,true,3,3,S|K|W.1-2|K|S8.2-H;1-3;B-2(TH)|S/G.3-H;2-3|W.1-2|K,1911-05-13,NY1,SLN,NY1,SLN,NYC13
marqr102,1911,NY1191105180,8,0,true,3,3,K|K|W|K,1911-05-18,NY1,PIT,NY1,PIT,NYC13
mctib101,1911,NY1191106290,3,1,true,3,3,K|K|K,1911-06-29,NY1,BSN,BSN,NY1,NYC13
marqr102,1911,NY1191107120,2,0,true,3,3,W|K|SB2.1-3(E2/TH)|K|K,1911-07-12,NY1,PIT,NY1,PIT,NYC13
marqr102,1911,NY1191107120,3,0,true,3,3,S5|K|K/C|K,1911-07-12,NY1,PIT,NY1,PIT,NYC13
amesr101,1911,NY1191107190,9,0,true,3,3,K|K|K,1911-07-19,NY1,CIN,NY1,CIN,NYC13
marqr102,1911,NY1191108141,7,0,true,3,3,S3/L|K/C|K|E4/P.1-3|K,1911-08-14,NY1,PHI,NY1,PHI,NYC13
wilth102,1911,NY1191108142,1,0,true,3,3,K|K|T7/F7D|K,1911-08-14,NY1,PHI,NY1,PHI,NYC13
crand101,1911,NY1191108172,1,0,true,3,3,K|K|K,1911-08-17,NY1,CIN,NY1,CIN,NYC13
marqr102,1911,NY1191108242,1,0,true,3,3,K|K|K,1911-08-24,NY1,PIT,NY1,PIT,NYC13
marqr102,1911,NY1191108242,4,0,true,3,3,K|K|K,1911-08-24,NY1,PIT,NY1,PIT,NYC13
crand101,1911,NY1191108290,8,0,true,3,3,K|K|K,1911-08-29,NY1,SLN,NY1,SLN,NYC13
marqr102,1911,NY1191109042,2,0,true,3,3,K|K|K,1911-09-04,NY1,BSN,NY1,BSN,NYC13
hallc103,1911,NYA191105050,5,1,true,3,3,K|K|K,1911-05-05,NYA,BOS,BOS,NYA,NYC13
fordr101,1911,NYA191106140,9,0,true,3,3,K|S|W.1-2|K|K,1911-06-14,NYA,DET,NYA,DET,NYC13
langf101,1911,NYA191107280,6,1,true,3,3,S8|S8.1-2|K|K+SB3;SB2|K,1911-07-28,NYA,CHA,CHA,NYA,NYC13
caldr101,1911,NYA191107280,12,0,true,3,3,K|K|K,1911-07-28,NYA,CHA,NYA,CHA,NYC13
vaugh101,1911,NYA191108030,5,0,true,3,3,K|S8|K+SB2|D7.2-H|D8/78.2-H|K,1911-08-03,NYA,CLE,NYA,CLE,NYC13
caldr101,1911,NYA191108070,3,0,true,3,3,K|K|K,1911-08-07,NYA,DET,NYA,DET,NYC13
caldr101,1911,NYA191109190,9,0,true,3,3,W|K|SB2|K|K,1911-09-19,NYA,CLE,NYA,CLE,NYC13
fordr101,1911,NYA191109302,5,0,true,3,3,K|K|K,1911-09-30,NYA,SLA,NYA,SLA,NYC13
